市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
プライム（内国株式）,6306.T,日工,1,798.0,86000
スタンダード（内国株式）,6307.T,サンセイ,3,405.0,3600
プライム（内国株式）,6309.T,巴工業,1,1702.0,65000
プライム（内国株式）,6310.T,井関農機,1,2302.0,949200
スタンダード（内国株式）,6312.T,フロイント産業,6,1079.0,100800
プライム（内国株式）,6315.T,ＴＯＷＡ,1,2240.0,20606600
スタンダード（内国株式）,6316.T,丸山製作所,1,2359.0,5200
スタンダード（内国株式）,6317.T,北川鉄工所,1,1656.0,39700
スタンダード（内国株式）,6322.T,タクミナ,2,1605.0,1700
プライム（内国株式）,6323.T,ローツェ,6,2081.5,5454600
スタンダード（内国株式）,6324.T,ハーモニック・ドライブ・システムズ,1,3030.0,3510000
スタンダード（内国株式）,6325.T,タカキタ,1,465.0,35100
プライム（内国株式）,6326.T,クボタ,1,1856.5,6488500
スタンダード（内国株式）,6327.T,北川精機,2,792.0,73100
プライム（内国株式）,6328.T,荏原実業,1,4445.0,26800
プライム（内国株式）,6330.T,東洋エンジニアリング,3,1515.0,2082300
プライム（内国株式）,6331.T,三菱化工機,1,2687.0,499400
プライム（内国株式）,6332.T,月島ホールディングス,1,3130.0,948700
プライム（内国株式）,6333.T,帝国電機製作所,6,3315.0,25800
スタンダード（内国株式）,6334.T,明治機械,1,318.0,74000
スタンダード（内国株式）,6335.T,東京機械製作所,1,557.0,399000
スタンダード（内国株式）,6336.T,石井表記,3,677.0,8800
スタンダード（内国株式）,6337.T,テセック,1,2045.0,18100
スタンダード（内国株式）,6338.T,タカトリ,1,1620.0,32100
プライム（内国株式）,6339.T,新東工業,1,1002.0,274300
プライム（内国株式）,6340.T,澁谷工業,4,3490.0,95800
スタンダード（内国株式）,6342.T,太平製作所,1,2928.0,2500
スタンダード（内国株式）,6343.T,フリージア・マクロス,1,137.0,458500
プライム（内国株式）,6345.T,アイチ　コーポレーション,1,1387.0,782200
スタンダード（内国株式）,6346.T,キクカワエンタープライズ,2,6150.0,0
スタンダード（内国株式）,6347.T,プラコー,1,245.0,26500
プライム（内国株式）,6349.T,小森コーポレーション,4,1520.0,237600
プライム（内国株式）,6351.T,鶴見製作所,1,4065.0,41100
スタンダード（内国株式）,6356.T,日本ギア工業,1,760.0,141800
スタンダード（内国株式）,6357.T,三精テクノロジーズ,1,2174.0,39000
プライム（内国株式）,6358.T,酒井重工業,2,2110.0,27400
スタンダード（内国株式）,6360.T,東京自働機械製作所,1,3435.0,3100
プライム（内国株式）,6361.T,荏原製作所,1,3109.0,3083400
プライム（内国株式）,6363.T,酉島製作所,6,2078.0,108500
プライム（内国株式）,6364.T,ＡＩＲＭＡＮ,4,1988.0,38400
スタンダード（内国株式）,6365.T,電業社機械製作所,1,5060.0,1100
スタンダード（内国株式）,6366.T,千代田化工建設,1,400.0,1360200
プライム（内国株式）,6367.T,ダイキン工業,4,17380.0,1308600
プライム（内国株式）,6368.T,オルガノ,1,11910.0,375300
プライム（内国株式）,6369.T,トーヨーカネツ,1,4515.0,59600
プライム（内国株式）,6370.T,栗田工業,5,5187.0,718800
プライム（内国株式）,6371.T,椿本チエイン,1,2169.0,387500
スタンダード（内国株式）,6373.T,大同工業,2,1336.0,8400
プライム（内国株式）,6376.T,日機装,1,1467.0,237700
スタンダード（内国株式）,6378.T,木村化工機,1,1043.0,291400
プライム（内国株式）,6379.T,レイズネクスト,1,1906.0,343100
スタンダード（内国株式）,6380.T,オリエンタルチエン工業,1,2490.0,3300
プライム（内国株式）,6381.T,アネスト岩田,1,1614.0,182200
スタンダード（内国株式）,6382.T,トリニティ工業,1,1188.0,4300
プライム（内国株式）,6383.T,ダイフク,1,4666.0,2730000
スタンダード（内国株式）,6384.T,昭和真空,1,1404.0,2400
プライム（内国株式）,6387.T,サムコ,1,3670.0,239200
プライム（内国株式）,6390.T,加藤製作所,1,1401.0,52000
スタンダード（内国株式）,6391.T,加地テック,3,3415.0,1800
スタンダード（内国株式）,6392.T,ヤマダコーポレーション,1,5480.0,900
スタンダード（内国株式）,6393.T,油研工業,1,2976.0,4600
プライム（内国株式）,6395.T,タダノ,1,1069.0,1028400
スタンダード（内国株式）,6396.T,宇野澤組鐵工所,2,3265.0,0
スタンダード（内国株式）,6400.T,不二精機,3,280.0,20000
スタンダード（内国株式）,6402.T,兼松エンジニアリング,1,1540.0,5700
スタンダード（内国株式）,6403.T,水道機工,1,3180.0,33900
スタンダード（内国株式）,6405.T,鈴茂器工,4,1551.0,34800
プライム（内国株式）,6406.T,フジテック,4,5640.0,466000
プライム（内国株式）,6407.T,ＣＫＤ,6,2710.0,589200
スタンダード（内国株式）,6408.T,小倉クラッチ,3,3830.0,2100
スタンダード（内国株式）,6411.T,中野冷機,5,7870.0,400
プライム（内国株式）,6412.T,平和,2,2180.0,332000
プライム（内国株式）,6413.T,理想科学工業,1,1212.0,153900
スタンダード（内国株式）,6416.T,桂川電機,1,953.0,11800
プライム（内国株式）,6417.T,ＳＡＮＫＹＯ,2,2934.0,2252300
プライム（内国株式）,6418.T,日本金銭機械,1,991.0,111400
プライム（内国株式）,6419.T,マースグループホールディングス,1,3185.0,100600
プライム（内国株式）,6420.T,ガリレイ,1,3775.0,103000
スタンダード（内国株式）,6424.T,高見沢サイバネティックス,4,941.0,1900
スタンダード（内国株式）,6425.T,ユニバーサルエンターテインメント,2,1000.0,200600
スタンダード（内国株式）,6428.T,オーイズミ,1,320.0,11700
プライム（内国株式）,6430.T,ダイコク電機,1,2683.0,189900
プライム（内国株式）,6432.T,竹内製作所,1,5260.0,200400
スタンダード（内国株式）,6433.T,ヒーハイスト,1,474.0,5800
プライム（内国株式）,6436.T,アマノ,5,4295.0,255100
プライム（内国株式）,6440.T,ＪＵＫＩ,2,420.0,116600
スタンダード（内国株式）,6444.T,サンデン,2,148.0,166800
プライム（内国株式）,6445.T,ジャノメ,1,1189.0,34500
プライム（内国株式）,6448.T,ブラザー工業,1,2540.0,1789300
プライム（内国株式）,6454.T,マックス,1,5640.0,88500
プライム（内国株式）,6455.T,モリタホールディングス,1,2380.0,135700
プライム（内国株式）,6457.T,グローリー,2,3741.0,289400
プライム（内国株式）,6458.T,新晃工業,1,1297.0,227000
プライム（内国株式）,6459.T,大和冷機工業,1,1716.0,45200
プライム（内国株式）,6460.T,セガサミーホールディングス,4,3036.0,1462600
プライム（内国株式）,6463.T,ＴＰＲ,1,2450.0,148900
プライム（内国株式）,6464.T,ツバキ・ナカシマ,1,376.0,1579000
プライム（内国株式）,6465.T,ホシザキ,1,5726.0,520600
スタンダード（内国株式）,6466.T,ＴＶＥ,1,2542.0,1800
スタンダード（内国株式）,6467.T,ニチダイ,1,377.0,9000
スタンダード（内国株式）,6469.T,放電精密加工研究所,1,1930.0,154900
スタンダード（内国株式）,6470.T,大豊工業,1,707.0,568500
プライム（内国株式）,6471.T,日本精工,1,787.9000244140625,7418700
プライム（内国株式）,6472.T,ＮＴＮ,1,343.0,4631200
プライム（内国株式）,6473.T,ジェイテクト,1,1514.5,1666900
プライム（内国株式）,6474.T,不二越,1,3675.0,75200
プライム（内国株式）,6479.T,ミネベアミツミ,1,2735.0,1919900
プライム（内国株式）,6480.T,日本トムソン,1,669.0,325500
プライム（内国株式）,6481.T,ＴＨＫ,1,4031.0,1063600
スタンダード（内国株式）,6482.T,ＹＵＳＨＩＮ,2,618.0,33700
スタンダード（内国株式）,6484.T,ＫＶＫ,1,2155.0,5300
スタンダード（内国株式）,6485.T,前澤給装工業,1,1597.0,57500
プライム（内国株式）,6486.T,イーグル工業,1,2603.0,114300
スタンダード（内国株式）,6488.T,ヨシタケ,1,950.0,14300
スタンダード（内国株式）,6489.T,前澤工業,1,2082.0,339800
プライム（内国株式）,6490.T,ＰＩＬＬＡＲ,1,4120.0,170100
スタンダード（内国株式）,6492.T,岡野バルブ製造,2,8440.0,11400
スタンダード（内国株式）,6493.T,ＮＩＴＴＡＮ,1,584.0,342100
スタンダード（内国株式）,6494.T,ＮＦＫホールディングス,1,106.0,346000
スタンダード（内国株式）,6495.T,宮入バルブ製作所,1,122.0,30400
スタンダード（内国株式）,6496.T,中北製作所,3,5010.0,8900
スタンダード（内国株式）,6497.T,ハマイ,2,1193.0,2200
プライム（内国株式）,6498.T,キッツ,1,1700.0,610200
プライム（内国株式）,6501.T,日立製作所,4,3863.0,27231900
プライム（内国株式）,6503.T,三菱電機,1,3792.0,8409700
プライム（内国株式）,6504.T,富士電機,1,9915.0,934400
スタンダード（内国株式）,6505.T,東洋電機製造,1,2017.0,36400
プライム（内国株式）,6506.T,安川電機,1,3064.0,4738500
プライム（内国株式）,6507.T,シンフォニアテクノロジー,5,8250.0,467200
プライム（内国株式）,6508.T,明電舎,1,5940.0,167300
スタンダード（内国株式）,6513.T,オリジン,1,1085.0,2000
プライム（内国株式）,6516.T,山洋電気,1,10400.0,28400
プライム（内国株式）,6517.T,デンヨー,6,2942.0,50700
スタンダード（内国株式）,6518.T,三相電機,1,1005.0,5100
グロース（内国株式）,6521.T,オキサイド,1,2123.0,298700
グロース（内国株式）,6522.T,アスタリスク,4,403.0,27900
プライム（内国株式）,6523.T,ＰＨＣホールディングス,2,1002.0,276300
スタンダード（内国株式）,6524.T,湖北工業,1,3245.0,345100
プライム（内国株式）,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,1,4203.0,12309800
プライム（内国株式）,6526.T,ソシオネクスト,1,2753.5,16981900
プライム（内国株式）,6532.T,ベイカレント,1,8785.0,1316200
プライム（内国株式）,6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,2,757.0,22500
プライム（内国株式）,6535.T,アイモバイル,1,662.0,425900
グロース（内国株式）,6537.T,ＷＡＳＨハウス,4,430.0,36900
スタンダード（内国株式）,6538.T,ディスラプターズ,1,309.0,112700
プライム（内国株式）,6539.T,ＭＳ－Ｊａｐａｎ,1,1014.0,91800
スタンダード（内国株式）,6540.T,船場,1,1877.0,14700
スタンダード（内国株式）,6542.T,ＦＣホールディングス,1,1415.0,42800
スタンダード（内国株式）,6543.T,日宣,2,1211.0,6800
プライム（内国株式）,6544.T,ジャパンエレベーターサービスホールディングス,5,3940.0,492200
グロース（内国株式）,6545.T,インターネットインフィニティー,6,655.0,10900
スタンダード（内国株式）,6546.T,フルテック,1,1202.0,2000
スタンダード（内国株式）,6547.T,グリーンズ,1,2669.0,80100
グロース（内国株式）,6548.T,旅工房,4,155.0,28500
スタンダード（内国株式）,6549.T,ディーエムソリューションズ,6,1530.0,4200
スタンダード（内国株式）,6551.T,ツナググループ・ホールディングス,2,805.0,18300
スタンダード（内国株式）,6552.T,ＧａｍｅＷｉｔｈ,1,221.0,79700
グロース（内国株式）,6554.T,エスユーエス,1,1211.0,43700
スタンダード（内国株式）,6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,4,401.0,1400
グロース（内国株式）,6557.T,ＡＩＡＩグループ,1,1550.0,55800
グロース（内国株式）,6558.T,クックビズ,1,657.0,3200
プライム（内国株式）,6560.T,エル・ティー・エス,4,2114.0,79700
グロース（内国株式）,6561.T,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,4,1075.0,7800
グロース（内国株式）,6562.T,ジーニー,5,1403.0,54400
グロース（内国株式）,6563.T,みらいワークス,4,628.0,7400
プライム（内国株式）,6564.T,ミダックホールディングス,1,2069.0,86900
スタンダード（内国株式）,6565.T,ＡＢホテル,1,1688.0,32000
スタンダード（内国株式）,6566.T,要興業,6,1170.0,2100
グロース（内国株式）,6568.T,神戸天然物化学,1,1160.0,4500
スタンダード（内国株式）,6570.T,共和コーポレーション,1,1337.0,2400
プライム（内国株式）,6571.T,キュービーネットホールディングス,1,1337.0,67700
プライム（内国株式）,6572.T,オープングループ,1,404.0,103800
グロース（内国株式）,6573.T,アジャイルメディア・ネットワーク,4,122.0,754200
グロース（内国株式）,6574.T,コンヴァノ,1,242.0,10190900
グロース（内国株式）,6577.T,ベストワンドットコム,4,2163.0,31000
スタンダード（内国株式）,6578.T,コレックホールディングス,4,292.0,62300
グロース（内国株式）,6579.T,ログリー,4,385.0,5800
グロース（内国株式）,6580.T,ライトアップ,1,2860.0,42900
プライム（内国株式）,6584.T,三櫻工業,1,968.0,662900
プライム（内国株式）,6586.T,マキタ,2,4937.0,1058800
プライム（内国株式）,6588.T,東芝テック,1,3145.0,164200
プライム（内国株式）,6590.T,芝浦メカトロニクス,1,12290.0,739700
プライム（内国株式）,6592.T,マブチモーター,1,2520.5,508400
プライム（内国株式）,6594.T,ニデック,4,2680.0,9868100
グロース（内国株式）,6597.T,ＨＰＣシステムズ,1,2075.0,90500
スタンダード（内国株式）,6599.T,エブレン,1,2272.0,700
