市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,1841.T,サンユー建設,3,1090.0,2300
スタンダード（内国株式）,1844.T,大盛工業,1,573.0,1490700
スタンダード（内国株式）,1847.T,イチケン,1,3295.0,24800
スタンダード（内国株式）,1848.T,富士ピー・エス,1,530.0,17800
グロース（内国株式）,184A.T,学びエイド,5,578.0,7000
スタンダード（内国株式）,1850.T,南海辰村建設,1,401.0,127100
プライム（内国株式）,1852.T,淺沼組,1,819.0,138800
スタンダード（内国株式）,1853.T,森組,1,314.0,11300
プライム（内国株式）,1860.T,戸田建設,1,1018.5,816200
プライム（内国株式）,1861.T,熊谷組,1,4590.0,137100
スタンダード（内国株式）,1866.T,北野建設,5,4015.0,5400
スタンダード（内国株式）,1867.T,植木組,1,2197.0,9000
グロース（内国株式）,186A.T,アストロスケールホールディングス,3,672.0,1558300
プライム（内国株式）,1870.T,矢作建設工業,1,2046.0,149800
プライム（内国株式）,1871.T,ピーエス・コンストラクション,1,1882.0,95000
プライム（内国株式）,1873.T,日本ハウスホールディングス,1,313.0,68100
プライム（内国株式）,1878.T,大東建託,6,15845.0,262900
プライム（内国株式）,1879.T,新日本建設,1,1780.0,49500
プライム（内国株式）,1882.T,東亜道路工業,1,1597.0,236700
プライム（内国株式）,1884.T,日本道路,5,2511.0,25200
プライム（内国株式）,1885.T,東亜建設工業,1,1990.0,337400
プライム（内国株式）,1887.T,日本国土開発,6,477.0,147300
プライム（内国株式）,1888.T,若築建設,1,5610.0,16700
ETF・ETN,188A.T,グローバルＸ　インド・トップ１０＋　ＥＴＦ,3,922.0,5323
プライム（内国株式）,1890.T,東洋建設,1,1768.0,1163100
プライム（内国株式）,1893.T,五洋建設,1,985.0,1829700
スタンダード（内国株式）,1897.T,金下建設,1,2800.0,700
プライム（内国株式）,1898.T,世紀東急工業,1,1470.0,181400
プライム（内国株式）,1899.T,福田組,1,5490.0,6400
グロース（内国株式）,189A.T,Ｄ＆Ｍカンパニー,5,918.0,9000
スタンダード（内国株式）,1904.T,大成温調,1,4100.0,15500
スタンダード（内国株式）,1905.T,テノックス,1,1262.0,2000
スタンダード（内国株式）,1909.T,日本ドライケミカル,1,5140.0,9700
グロース（内国株式）,190A.T,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,4,182.0,754800
プライム（内国株式）,1911.T,住友林業,1,1625.0,6134400
スタンダード（内国株式）,1914.T,日本基礎技術,1,681.0,24300
スタンダード（内国株式）,1921.T,巴コーポレーション,1,1521.0,68700
プライム（内国株式）,1925.T,大和ハウス工業,1,5035.0,1403000
プライム（内国株式）,1926.T,ライト工業,1,3165.0,96400
プライム（内国株式）,1928.T,積水ハウス,1,3243.0,2429700
プライム（内国株式）,1929.T,日特建設,1,1211.0,85000
グロース（内国株式）,192A.T,インテグループ,4,2257.0,400
プライム（内国株式）,1930.T,北陸電気工事,1,1365.0,68600
プライム（内国株式）,1934.T,ユアテック,1,2570.0,129500
プライム（内国株式）,1938.T,日本リーテック,1,1994.0,52600
プライム（内国株式）,1939.T,四電工,1,1330.0,104000
プライム（内国株式）,1941.T,中電工,1,3785.0,134600
プライム（内国株式）,1942.T,関電工,1,3744.0,955800
プライム（内国株式）,1944.T,きんでん,1,4925.0,666000
プライム（内国株式）,1945.T,東京エネシス,1,1730.0,230400
プライム（内国株式）,1946.T,トーエネック,1,1401.0,190000
スタンダード（内国株式）,1948.T,弘電社,2,2345.0,15700
プライム（内国株式）,1949.T,住友電設,1,6710.0,48000
グロース（内国株式）,194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,1,746.0,2900
プライム（内国株式）,1950.T,日本電設工業,1,2830.0,77800
プライム（内国株式）,1951.T,エクシオグループ,1,2035.5,634600
プライム（内国株式）,1952.T,新日本空調,1,2742.0,130600
プライム（内国株式）,1959.T,九電工,1,6871.0,397600
グロース（内国株式）,195A.T,ライスカレー,6,1018.0,3100
スタンダード（内国株式）,1960.T,サンテック,1,982.0,16400
プライム（内国株式）,1961.T,三機工業,1,4775.0,312800
プライム（内国株式）,1963.T,日揮ホールディングス,1,1361.5,791000
プライム（内国株式）,1964.T,中外炉工業,1,3820.0,94000
スタンダード（内国株式）,1965.T,テクノ菱和,1,4205.0,55300
スタンダード（内国株式）,1966.T,高田工業所,1,1599.0,9500
スタンダード（内国株式）,1967.T,ヤマト,1,2015.0,95800
プライム（内国株式）,1968.T,太平電業,1,6740.0,51100
プライム（内国株式）,1969.T,高砂熱学工業,1,7719.0,342800
グロース（内国株式）,196A.T,ＭＦＳ,4,461.0,42800
スタンダード（内国株式）,1972.T,三晃金属工業,1,7250.0,8800
プライム（内国株式）,1975.T,朝日工業社,1,2778.0,115300
プライム（内国株式）,1976.T,明星工業,1,1596.0,96700
プライム（内国株式）,1979.T,大氣社,1,2737.0,215000
スタンダード（内国株式）,197A.T,タウンズ,4,532.0,182500
プライム（内国株式）,1980.T,ダイダン,1,4880.0,196500
スタンダード（内国株式）,1981.T,協和日成,1,1540.0,1700
プライム（内国株式）,1982.T,日比谷総合設備,1,4200.0,51000
グロース（内国株式）,198A.T,ＰｏｓｔＰｒｉｍｅ,4,567.0,36400
スタンダード（内国株式）,1992.T,神田通信機,1,2878.0,0
スタンダード（内国株式）,1994.T,高橋カーテンウォール工業,1,492.0,1100
スタンダード（内国株式）,1997.T,暁飯島工業,1,2795.0,4800
プライム（内国株式）,2001.T,ニップン,1,2204.0,194700
プライム（内国株式）,2002.T,日清製粉グループ本社,1,1751.0,621200
スタンダード（内国株式）,2003.T,日東富士製粉,1,7220.0,3900
プライム（内国株式）,2004.T,昭和産業,1,3065.0,19600
スタンダード（内国株式）,2009.T,鳥越製粉,6,920.0,21900
ETF・ETN,200A.T,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,3,1660.0,195670
ETF・ETN,2011.T,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,1,640.7000122070312,21760
ETF・ETN,2012.T,ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,1,215.39999389648438,18070
ETF・ETN,2013.T,ｉシェアーズ　米国高配当株　ＥＴＦ,1,236.60000610351562,122390
ETF・ETN,2014.T,ｉシェアーズ　米国連続増配株　ＥＴＦ,1,244.5,100320
ETF・ETN,2015.T,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,1,2037.0,697
ETF・ETN,2016.T,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,1,1887.0,311
ETF・ETN,2017.T,ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,1,1128.0,6246
ETF・ETN,2018.T,グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,2,1076.0,3404
ETF・ETN,2019.T,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,1,975.0,955
ETF・ETN,201A.T,ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,3,186.6999969482422,205850
グロース（内国株式）,202A.T,豆蔵デジタルホールディングス,1,1958.0,94500
ETF・ETN,2034.T,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,4,6005.0,65
ETF・ETN,2038.T,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,1,1489.0,406944
ETF・ETN,2039.T,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,4,908.0,82882
ETF・ETN,2042.T,ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,1,8086.0,1745
ETF・ETN,2044.T,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,1,29030.0,178
ETF・ETN,2046.T,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,4,28450.0,1567
ETF・ETN,2050.T,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,1,22400.0,1
プライム（内国株式）,2053.T,中部飼料,1,1743.0,62300
スタンダード（内国株式）,2055.T,日和産業,1,318.0,78100
グロース（内国株式）,205A.T,ロゴスホールディングス,1,1338.0,5800
プライム（内国株式）,2060.T,フィード・ワン,1,1077.0,71700
グロース（内国株式）,206A.T,ＰＲＩＳＭ　ＢｉｏＬａｂ,4,175.0,112000
ETF・ETN,2070.T,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,1,12905.0,0
ETF・ETN,2071.T,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,1,16235.0,190
ETF・ETN,2072.T,トップシェアインデックス（ネットリターン）ＥＴＮ,1,13770.0,141
ETF・ETN,2073.T,スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ,1,15640.0,5
ETF・ETN,2080.T,ＰＢＲ１倍割れ解消推進ＥＴＦ,1,1335.0,35687
ETF・ETN,2081.T,政策保有解消推進ＥＴＦ,1,1416.0,205
ETF・ETN,2082.T,投資家経営者一心同体ＥＴＦ,1,1162.0,55
ETF・ETN,2083.T,ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信,1,2395.0,1573
ETF・ETN,2084.T,ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信,1,2495.0,4323
ETF・ETN,2085.T,ＭＡＸＩＳ高配当日本株アクティブ上場投信,1,592.4000244140625,10520
ETF・ETN,2088.T,ＮＺＡＭ　上場投信　ＮＹダウ３０（為替ヘッジあり）,2,2281.0,101210
ETF・ETN,2089.T,ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジあり）,3,2715.0,40
スタンダード（内国株式）,208A.T,構造計画研究所ホールディングス,6,2525.0,3900
ETF・ETN,2090.T,ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジあり）,1,4583.0,110
ETF・ETN,2091.T,ＮＺＡＭ　上場投信　ドイツ国債７－１０年（為替ヘッジあり）,4,4732.0,0
ETF・ETN,2093.T,上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,1,4970.0,270
ETF・ETN,2094.T,東証ＲＥＩＴインバースＥＴＦ,4,834.0,4588
ETF・ETN,2095.T,グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,2,1085.0,72
ETF・ETN,2096.T,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,1,1109.0,43162
ETF・ETN,2097.T,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,1,996.0,43933
ETF・ETN,2098.T,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,1,1092.0,29757
プライム（内国株式）,2108.T,日本甜菜製糖,1,2434.0,5300
プライム（内国株式）,2109.T,ＤＭ三井製糖,1,3120.0,52900
ETF・ETN,210A.T,ｉＦｒｅｅＥＴＦ　日経高利回りＲＥＩＴ指数,1,1670.0,2489
スタンダード（内国株式）,2112.T,塩水港精糖,1,392.0,43300
スタンダード（内国株式）,2114.T,フジ日本,1,1108.0,4900
プライム（内国株式）,2117.T,ウェルネオシュガー,1,2317.0,83900
スタンダード（内国株式）,211A.T,カドス・コーポレーション,1,4795.0,7100
プライム（内国株式）,2120.T,ＬＩＦＵＬＬ,1,199.0,381900
プライム（内国株式）,2121.T,ＭＩＸＩ,4,3200.0,253800
スタンダード（内国株式）,2122.T,インタースペース,2,930.0,1700
プライム（内国株式）,2124.T,ジェイエイシーリクルートメント,1,1051.0,196500
プライム（内国株式）,2127.T,日本Ｍ＆Ａセンターホールディングス,1,745.9000244140625,2004300
スタンダード（内国株式）,212A.T,フィットイージー,1,2618.0,102400
プライム（内国株式）,2130.T,メンバーズ,1,1306.0,98400
スタンダード（内国株式）,2134.T,北浜キャピタルパートナーズ,1,85.0,39811200
スタンダード（内国株式）,2136.T,ヒップ,1,1269.0,3100
スタンダード（内国株式）,2138.T,クルーズ,1,690.0,51200
スタンダード（内国株式）,2139.T,中広,1,468.0,2300
ETF・ETN,213A.T,上場インデックスファンド日経半導体株,2,152.1999969482422,63550
プライム（内国株式）,2146.T,ＵＴグループ,1,2589.0,171300
プライム（内国株式）,2148.T,アイティメディア,1,1613.0,127500
プライム（内国株式）,2150.T,ケアネット,1,759.0,156500
スタンダード（内国株式）,2152.T,幼児活動研究会,2,1365.0,2000
プライム（内国株式）,2153.T,Ｅ・Ｊホールディングス,1,1806.0,98800
プライム（内国株式）,2154.T,オープンアップグループ,1,1868.0,184700
スタンダード（内国株式）,2156.T,セーラー広告,4,344.0,37500
プライム（内国株式）,2157.T,コシダカホールディングス,1,1374.0,662400
グロース（内国株式）,2158.T,ＦＲＯＮＴＥＯ,1,960.0,4917700
グロース（内国株式）,215A.T,タイミー,1,2045.0,2500600
グロース（内国株式）,2160.T,ジーエヌアイグループ,4,2921.0,1279500
スタンダード（内国株式）,2162.T,ｎｍｓ　ホールディングス,4,470.0,39100
プライム（内国株式）,2163.T,アルトナー,3,1875.0,40000
グロース（内国株式）,2164.T,地域新聞社,1,642.0,156900
プライム（内国株式）,2168.T,パソナグループ,4,2047.0,162100
スタンダード（内国株式）,2169.T,ＣＤＳ,6,1770.0,8400
プライム（内国株式）,2170.T,リンクアンドモチベーション,1,515.0,167900
グロース（内国株式）,2173.T,博展,1,562.0,18300
プライム（内国株式）,2175.T,エス・エム・エス,1,1550.0,243200
スタンダード（内国株式）,2179.T,成学社,1,780.0,300
スタンダード（内国株式）,2180.T,サニーサイドアップグループ,1,580.0,34600
プライム（内国株式）,2181.T,パーソルホールディングス,1,294.6000061035156,5166200
スタンダード（内国株式）,2183.T,リニカル,1,336.0,16800
スタンダード（内国株式）,2185.T,シイエム・シイ,1,1538.0,700
スタンダード（内国株式）,2186.T,ソーバル,1,955.0,6100
グロース（内国株式）,218A.T,Ｌｉｂｅｒａｗａｒｅ,2,1752.0,1376700
スタンダード（内国株式）,2193.T,クックパッド,2,207.0,450700
グロース（内国株式）,2195.T,アミタホールディングス,2,392.0,2700
スタンダード（内国株式）,2196.T,エスクリ,1,241.0,63300
プライム（内国株式）,2198.T,アイ・ケイ・ケイホールディングス,1,794.0,7700
グロース（内国株式）,219A.T,Ｈｅａｒｔｓｅｅｄ,1,3525.0,499700
プライム（内国株式）,2201.T,森永製菓,1,2442.0,217700
スタンダード（内国株式）,2204.T,中村屋,1,3155.0,1500
プライム（内国株式）,2206.T,江崎グリコ,1,4813.0,191800
プライム（内国株式）,2207.T,名糖産業,1,2144.0,19800
スタンダード（内国株式）,2208.T,ブルボン,4,2560.0,5600
プライム（内国株式）,2209.T,井村屋グループ,1,2491.0,15400
スタンダード（内国株式）,220A.T,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,1,1091.0,3200
プライム（内国株式）,2211.T,不二家,1,2512.0,25200
プライム（内国株式）,2212.T,山崎製パン,1,3364.0,724900
スタンダード（内国株式）,2215.T,第一屋製パン,6,534.0,10000
スタンダード（内国株式）,2216.T,カンロ,1,2002.0,239200
プライム（内国株式）,2217.T,モロゾフ,4,1546.0,60600
ETF・ETN,221A.T,ＭＡＸＩＳ日経半導体株上場投信,3,434.70001220703125,6980
プライム（内国株式）,2220.T,亀田製菓,1,4255.0,114300
スタンダード（内国株式）,2221.T,岩塚製菓,1,2990.0,1600
プライム（内国株式）,2222.T,寿スピリッツ,4,1905.0,1598800
スタンダード（内国株式）,2224.T,コモ,1,3195.0,3700
スタンダード（内国株式）,2226.T,湖池屋,3,4765.0,10000
プライム（内国株式）,2229.T,カルビー,4,2690.0,742000
ETF・ETN,2235.T,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,1,2839.0,21274
ETF・ETN,2236.T,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,1,1223.0,6291
ETF・ETN,2237.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,1,92550.0,654
ETF・ETN,2238.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,4,6220.0,2692
ETF・ETN,2239.T,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,1,20070.0,2937
ETF・ETN,223A.T,グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,1,1177.0,11181
ETF・ETN,2240.T,上場インデックスファンドＳ＆Ｐ５００先物インバース,4,6311.0,991
ETF・ETN,2241.T,ＭＡＸＩＳ　ＮＹダウ上場投信,1,726.5999755859375,9090
ETF・ETN,2242.T,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,2,588.4000244140625,10220
ETF・ETN,2243.T,グローバルＸ　半導体　ＥＴＦ,1,1984.0,110854
ETF・ETN,2244.T,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,1,2646.0,158615
ETF・ETN,2247.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,1,1757.0,56300
ETF・ETN,2248.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,1,2371.0,1434
ETF・ETN,2249.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,4,13580.0,54709
ETF・ETN,224A.T,グローバルＸ　ウラニウムビジネス　ＥＴＦ,1,1326.0,19757
ETF・ETN,2250.T,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,1,260.20001220703125,1830
ETF・ETN,2251.T,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,1,800.0,402690
ETF・ETN,2252.T,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,1,1192.0,431
ETF・ETN,2253.T,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,2,1101.0,6890
ETF・ETN,2254.T,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,2,902.0,51732
ETF・ETN,2255.T,ｉシェアーズ　米国債２０年超　ＥＴＦ,1,197.1999969482422,64510
